card_number,first_name,father_name,grandfather_name,sex,phone,dob_ec,age,city,address,registered_at
805,Tigist,Negash,Mulugeta,Female,0752371006,,67,Jimma,"Kolfe, Woreda 2, House 802",
806,Saba,Gebre,Desta,Female,0998077046,,93,Arba Minch,"Bole, Woreda 6, House 410",
807,Bereket,Bekele,Assefa,Male,0949125652,,32,Arba Minch,"Akaki, Woreda 4, House 271",
808,Hana,Tadesse,Girma,Female,0973454757,,90,Mekelle,"Addis Ketema, Woreda 5, House 609",
809,Solomon,Girma,Girma,Male,0959544294,,61,Sodo,"Akaki, Woreda 11, House 302",
810,Solomon,Gebre,Hailu,Male,0743039429,,2,Mekelle,"Gulele, Woreda 12, House 521",
811,Samuel,Abebe,Hailu,Male,0729858567,,83,Hawassa,"Nifas Silk, Woreda 8, House 180",
812,Dawit,Kebede,Gebre,Male,0943324913,,46,Jimma,"Akaki, Woreda 10, House 935",
813,Marta,Tadesse,Desta,Female,0906158148,,69,Harar,"Nifas Silk, Woreda 2, House 994",
814,Aster,Alemu,Girma,Female,0923372094,,71,Mekelle,"Kirkos, Woreda 12, House 195",
815,Meron,Bekele,Desta,Female,0939977180,,41,Arba Minch,"Kirkos, Woreda 4, House 490",
816,Kebede,Desta,Mekonnen,Male,0993974909,,56,Harar,"Kirkos, Woreda 12, House 908",
817,Yodit,Habtamu,Mulugeta,Female,0704694725,,65,Jimma,"Nifas Silk, Woreda 5, House 975",
818,Aster,Tesfaye,Tesfaye,Female,0988471270,,41,Debre Markos,"Nifas Silk, Woreda 8, House 508",
819,Bekele,Gebre,Abebe,Male,0917582313,,28,Mekelle,"Nifas Silk, Woreda 5, House 328",
820,Solomon,Gebre,Abebe,Male,0739252362,,21,Bishoftu,"Yeka, Woreda 6, House 980",
821,Mahlet,Desta,Habtamu,Female,0743474524,,43,Sodo,"Gulele, Woreda 12, House 323",
822,Getachew,Mulugeta,Habtamu,Male,0706065274,,3,Harar,"Arada, Woreda 4, House 678",
823,Sara,Getachew,Tesfaye,Female,0965883398,,57,Harar,"Lideta, Woreda 2, House 77",
824,Mulugeta,Assefa,Mulugeta,Male,0797067349,,76,Gondar,"Bole, Woreda 2, House 58",
825,Frehiwot,Alemu,Desta,Female,0717215622,,76,Mekelle,"Addis Ketema, Woreda 4, House 576",
826,Eyob,Mekonnen,Tesfaye,Male,0948840215,,47,Debre Markos,"Akaki, Woreda 12, House 906",
827,Tesfaye,Abebe,Tadesse,Male,0953449021,,83,Gondar,"Kolfe, Woreda 7, House 826",
828,Meron,Alemu,Alemu,Female,0785096085,,69,Jimma,"Lideta, Woreda 10, House 342",
829,Saba,Desta,Girma,Female,0782819793,,10,Arba Minch,"Kolfe, Woreda 5, House 477",
830,Hana,Kebede,Getachew,Female,0995786069,,38,Addis Ababa,"Addis Ketema, Woreda 7, House 20",
831,Henok,Girma,Mekonnen,Male,0939587395,,92,Harar,"Addis Ketema, Woreda 3, House 194",
832,Bereket,Tesfaye,Negash,Male,0990285155,,30,Shashemene,"Arada, Woreda 4, House 311",
833,Aster,Desta,Desta,Female,0735027160,,57,Harar,"Arada, Woreda 7, House 51",
834,Kebede,Abebe,Lemma,Male,0791128981,,21,Arba Minch,"Arada, Woreda 2, House 964",
835,Mekonnen,Negash,Hailu,Male,0931857481,,59,Addis Ababa,"Bole, Woreda 7, House 823",
836,Tigist,Getachew,Tesfaye,Female,0941643167,,3,Mekelle,"Gulele, Woreda 1, House 145",
837,Selam,Tesfaye,Gebre,Female,0927009345,,80,Gondar,"Yeka, Woreda 7, House 177",
838,Bethlehem,Kebede,Assefa,Female,0912073465,,34,Bishoftu,"Gulele, Woreda 1, House 803",
839,Mulugeta,Getachew,Alemu,Male,0926086982,,21,Adama,"Bole, Woreda 6, House 919",
840,Dawit,Assefa,Tekle,Male,0977687290,,40,Jimma,"Akaki, Woreda 5, House 132",
841,Nahom,Alemu,Bekele,Male,0917793238,,17,Arba Minch,"Yeka, Woreda 4, House 676",
842,Rahel,Mulugeta,Girma,Female,0713342457,,86,Bishoftu,"Nifas Silk, Woreda 9, House 592",
843,Tadesse,Assefa,Kebede,Male,0990603202,,82,Addis Ababa,"Arada, Woreda 3, House 407",
844,Kalkidan,Gebre,Assefa,Female,0739673794,,70,Jimma,"Kirkos, Woreda 12, House 287",
845,Samuel,Bekele,Getachew,Male,0978715841,,47,Gondar,"Bole, Woreda 9, House 130",
846,Tigist,Girma,Getachew,Female,0942547681,,65,Hawassa,"Kolfe, Woreda 9, House 200",
847,Marta,Gebre,Tesfaye,Female,0758929880,,69,Dire Dawa,"Nifas Silk, Woreda 4, House 711",
848,Bereket,Gebre,Negash,Male,0993289634,,7,Gondar,"Lideta, Woreda 7, House 923",
849,Frehiwot,Girma,Abebe,Female,0940148439,,77,Adama,"Bole, Woreda 7, House 144",
850,Aster,Worku,Girma,Female,0926693351,,29,Mekelle,"Yeka, Woreda 7, House 127",
851,Henok,Bekele,Tekle,Male,0950184819,,61,Bahir Dar,"Akaki, Woreda 5, House 842",
852,Frehiwot,Gebre,Bekele,Female,0954064176,,75,Hawassa,"Akaki, Woreda 5, House 231",
853,Nahom,Gebre,Assefa,Male,0753766014,,93,Sodo,"Lideta, Woreda 5, House 656",
854,Girma,Abebe,Tekle,Male,0710173973,,76,Gondar,"Lideta, Woreda 2, House 800",
855,Tsion,Lemma,Negash,Female,0986091919,,13,Adama,"Arada, Woreda 6, House 595",
856,Meron,Assefa,Bekele,Female,0977980660,,28,Bishoftu,"Yeka, Woreda 1, House 646",
857,Bekele,Mulugeta,Tesfaye,Male,0774555347,,7,Dire Dawa,"Akaki, Woreda 12, House 651",
858,Fikru,Habtamu,Bekele,Male,0965271559,,69,Sodo,"Arada, Woreda 6, House 849",
859,Hana,Tesfaye,Tesfaye,Female,0959726347,,45,Dire Dawa,"Akaki, Woreda 6, House 773",
860,Bereket,Alemu,Lemma,Male,0948848826,,80,Sodo,"Kirkos, Woreda 4, House 96",
861,Lidya,Alemu,Assefa,Female,0725856261,,95,Harar,"Lideta, Woreda 10, House 584",
862,Frehiwot,Mekonnen,Girma,Female,0738240733,,32,Debre Markos,"Arada, Woreda 8, House 664",
863,Tesfaye,Worku,Hailu,Male,0797768893,,53,Hawassa,"Nifas Silk, Woreda 10, House 410",
864,Hewan,Getachew,Tekle,Female,0746553585,,10,Sodo,"Yeka, Woreda 6, House 881",
865,Tigist,Mulugeta,Worku,Female,0787851935,,92,Sodo,"Nifas Silk, Woreda 4, House 477",
866,Frehiwot,Girma,Alemu,Female,0979612087,,72,Shashemene,"Bole, Woreda 6, House 489",
867,Hana,Habtamu,Assefa,Female,0749409762,,51,Bahir Dar,"Akaki, Woreda 5, House 552",
868,Habtamu,Gebre,Negash,Male,0728950905,,76,Adama,"Kirkos, Woreda 10, House 66",
869,Marta,Hailu,Negash,Female,0992207151,,13,Gondar,"Addis Ketema, Woreda 12, House 972",
870,Mulugeta,Mekonnen,Getachew,Male,0952145264,,64,Adama,"Yeka, Woreda 5, House 412",
871,Dawit,Gebre,Kebede,Male,0918409080,,88,Dire Dawa,"Kirkos, Woreda 3, House 2",
872,Getachew,Girma,Lemma,Male,0999512397,,24,Dessie,"Arada, Woreda 6, House 100",
873,Samuel,Wolde,Tesfaye,Male,0728270908,,16,Arba Minch,"Lideta, Woreda 5, House 111",
874,Bethlehem,Tekle,Alemu,Female,0773929578,,50,Arba Minch,"Akaki, Woreda 2, House 685",
875,Tadesse,Assefa,Gebre,Male,0973605079,,13,Harar,"Nifas Silk, Woreda 2, House 680",
876,Saba,Alemu,Abebe,Female,0983452734,,81,Gondar,"Kolfe, Woreda 7, House 387",
877,Bereket,Worku,Worku,Male,0979647408,,6,Bahir Dar,"Kirkos, Woreda 5, House 914",
878,Eden,Gebre,Tesfaye,Female,0780046358,,7,Harar,"Kolfe, Woreda 12, House 521",
879,Meron,Hailu,Mekonnen,Female,0717235137,,27,Bishoftu,"Addis Ketema, Woreda 1, House 47",
880,Tigist,Lemma,Mulugeta,Female,0703526356,,6,Hawassa,"Yeka, Woreda 10, House 253",
881,Mahlet,Lemma,Kebede,Female,0943460666,,36,Harar,"Arada, Woreda 8, House 260",
882,Lidya,Mulugeta,Hailu,Female,0972311127,,9,Hawassa,"Nifas Silk, Woreda 6, House 172",
883,Solomon,Abebe,Abebe,Male,0994116318,,64,Bahir Dar,"Yeka, Woreda 9, House 37",
884,Tesfaye,Tadesse,Gebre,Male,0962113695,,57,Sodo,"Yeka, Woreda 8, House 612",
885,Marta,Hailu,Hailu,Female,0750902542,,45,Jimma,"Arada, Woreda 11, House 58",
886,Solomon,Tesfaye,Girma,Male,0932357071,,32,Bishoftu,"Nifas Silk, Woreda 5, House 571",
887,Eden,Getachew,Kebede,Female,0916880925,,48,Addis Ababa,"Yeka, Woreda 2, House 701",
888,Eyob,Hailu,Habtamu,Male,0969130981,,3,Shashemene,"Akaki, Woreda 10, House 661",
889,Lidya,Habtamu,Tesfaye,Female,0937945772,,59,Dessie,"Gulele, Woreda 4, House 148",
890,Lidya,Girma,Wolde,Female,0725064207,,53,Sodo,"Nifas Silk, Woreda 4, House 412",
891,Getachew,Gebre,Mekonnen,Male,0967776755,,42,Shashemene,"Kolfe, Woreda 3, House 741",
892,Kebede,Desta,Habtamu,Male,0995786543,,51,Hawassa,"Akaki, Woreda 2, House 556",
893,Yodit,Hailu,Worku,Female,0933582686,,24,Jimma,"Bole, Woreda 12, House 212",
894,Genet,Lemma,Lemma,Female,0792693265,,60,Bahir Dar,"Yeka, Woreda 8, House 324",
895,Meron,Alemu,Wolde,Female,0911000515,,46,Bahir Dar,"Yeka, Woreda 4, House 315",
896,Eden,Bekele,Tekle,Female,0977524418,,21,Debre Markos,"Yeka, Woreda 3, House 426",
897,Mahlet,Abebe,Tesfaye,Female,0987431271,,6,Hawassa,"Kolfe, Woreda 8, House 389",
898,Tsion,Wolde,Alemu,Female,0957992707,,86,Bishoftu,"Gulele, Woreda 6, House 88",
899,Nahom,Worku,Negash,Male,0962135415,,78,Arba Minch,"Akaki, Woreda 1, House 637",
900,Hewan,Mulugeta,Desta,Female,0738480752,,7,Shashemene,"Arada, Woreda 12, House 314",
901,Eden,Mekonnen,Abebe,Female,0971580290,,95,Bishoftu,"Bole, Woreda 5, House 390",
902,Yonas,Abebe,Habtamu,Male,0946558665,,17,Dire Dawa,"Lideta, Woreda 9, House 198",
903,Alemu,Worku,Getachew,Male,0715810213,,10,Hawassa,"Gulele, Woreda 2, House 158",
904,Hana,Girma,Mekonnen,Female,0905912975,,86,Adama,"Addis Ketema, Woreda 2, House 58",
905,Hana,Mekonnen,Abebe,Female,0910633016,,42,Shashemene,"Nifas Silk, Woreda 4, House 488",
906,Bethlehem,Mekonnen,Bekele,Female,0990728012,,26,Mekelle,"Yeka, Woreda 9, House 590",
907,Hana,Mulugeta,Wolde,Female,0953269496,,65,Shashemene,"Lideta, Woreda 4, House 437",
908,Rediet,Desta,Kebede,Female,0944210175,,94,Addis Ababa,"Addis Ketema, Woreda 7, House 82",
909,Hana,Abebe,Assefa,Female,0959194575,,62,Dire Dawa,"Akaki, Woreda 5, House 782",
910,Marta,Girma,Hailu,Female,0920567756,,60,Harar,"Akaki, Woreda 8, House 157",
911,Abel,Kebede,Hailu,Male,0756265062,,20,Bishoftu,"Yeka, Woreda 4, House 98",
912,Girma,Negash,Negash,Male,0907624843,,25,Jimma,"Addis Ketema, Woreda 12, House 512",
913,Bethlehem,Mekonnen,Negash,Female,0905115794,,19,Bahir Dar,"Nifas Silk, Woreda 8, House 823",
914,Solomon,Girma,Wolde,Male,0954969192,,68,Mekelle,"Gulele, Woreda 12, House 383",
915,Kalkidan,Assefa,Worku,Female,0975633535,,82,Debre Markos,"Akaki, Woreda 5, House 569",
916,Marta,Bekele,Hailu,Female,0759399337,,73,Jimma,"Bole, Woreda 6, House 524",
917,Yodit,Wolde,Tadesse,Female,0987794176,,25,Arba Minch,"Lideta, Woreda 12, House 147",
918,Tesfaye,Mekonnen,Lemma,Male,0955978245,,63,Dire Dawa,"Addis Ketema, Woreda 9, House 205",
919,Rahel,Kebede,Kebede,Female,0738843660,,39,Mekelle,"Arada, Woreda 3, House 304",
920,Mahlet,Mekonnen,Lemma,Female,0972768297,,41,Adama,"Lideta, Woreda 8, House 283",
921,Samuel,Negash,Assefa,Male,0950105875,,19,Dire Dawa,"Kolfe, Woreda 9, House 27",
922,Mekonnen,Alemu,Girma,Male,0904599080,,93,Sodo,"Yeka, Woreda 8, House 66",
923,Habtamu,Gebre,Negash,Male,0931555165,,9,Jimma,"Kolfe, Woreda 9, House 64",
924,Lidya,Getachew,Abebe,Female,0981372143,,31,Addis Ababa,"Nifas Silk, Woreda 1, House 54",
925,Tesfaye,Negash,Tekle,Male,0722855660,,66,Arba Minch,"Lideta, Woreda 8, House 25",
926,Kebede,Girma,Tekle,Male,0933970519,,48,Dessie,"Yeka, Woreda 7, House 218",
927,Nahom,Bekele,Habtamu,Male,0985862394,,43,Bahir Dar,"Gulele, Woreda 5, House 403",
928,Alemu,Habtamu,Mekonnen,Male,0986321061,,27,Bahir Dar,"Addis Ketema, Woreda 12, House 766",
929,Rahel,Abebe,Hailu,Female,0903943804,,2,Bahir Dar,"Yeka, Woreda 6, House 212",
930,Frehiwot,Kebede,Lemma,Female,0792778943,,10,Bishoftu,"Kirkos, Woreda 1, House 874",
931,Abel,Wolde,Alemu,Male,0704769210,,48,Bahir Dar,"Arada, Woreda 7, House 760",
932,Abel,Kebede,Bekele,Male,0901424731,,82,Sodo,"Bole, Woreda 8, House 179",
933,Tesfaye,Hailu,Hailu,Male,0998440971,,94,Sodo,"Yeka, Woreda 4, House 67",
934,Mulugeta,Mulugeta,Kebede,Male,0976209014,,91,Mekelle,"Akaki, Woreda 4, House 822",
935,Marta,Alemu,Lemma,Female,0970096873,,92,Harar,"Bole, Woreda 5, House 373",
936,Mulugeta,Wolde,Habtamu,Male,0955882556,,23,Bishoftu,"Kolfe, Woreda 6, House 479",
937,Mulugeta,Tekle,Tesfaye,Male,0965619425,,46,Shashemene,"Akaki, Woreda 8, House 772",
938,Eden,Bekele,Gebre,Female,0929582923,,89,Gondar,"Kirkos, Woreda 7, House 902",
939,Rediet,Hailu,Gebre,Female,0904823571,,42,Sodo,"Gulele, Woreda 9, House 960",
940,Lidya,Alemu,Habtamu,Female,0956137230,,65,Arba Minch,"Kirkos, Woreda 8, House 148",
941,Getachew,Alemu,Mulugeta,Male,0938130004,,16,Bahir Dar,"Yeka, Woreda 11, House 74",
942,Bereket,Abebe,Lemma,Male,0956094565,,27,Mekelle,"Kolfe, Woreda 10, House 604",
943,Kalkidan,Wolde,Abebe,Female,0775504768,,13,Gondar,"Addis Ketema, Woreda 10, House 902",
944,Lidya,Assefa,Getachew,Female,0971748113,,93,Harar,"Kirkos, Woreda 8, House 389",
945,Kalkidan,Kebede,Gebre,Female,0948739610,,88,Hawassa,"Addis Ketema, Woreda 11, House 800",
946,Habtamu,Desta,Habtamu,Male,0949680491,,90,Dessie,"Akaki, Woreda 3, House 924",
947,Meron,Tesfaye,Hailu,Female,0956121377,,32,Addis Ababa,"Kolfe, Woreda 12, House 827",
948,Samuel,Desta,Abebe,Male,0997371122,,17,Sodo,"Addis Ketema, Woreda 10, House 25",
949,Bekele,Alemu,Mulugeta,Male,0985816704,,56,Dessie,"Kolfe, Woreda 2, House 67",
950,Hewan,Tekle,Wolde,Female,0983210219,,24,Shashemene,"Arada, Woreda 8, House 676",
951,Kalkidan,Hailu,Kebede,Female,0929618033,,19,Mekelle,"Yeka, Woreda 12, House 719",
952,Habtamu,Mekonnen,Mekonnen,Male,0718498042,,41,Debre Markos,"Arada, Woreda 8, House 821",
953,Kalkidan,Alemu,Worku,Female,0912688122,,66,Hawassa,"Kirkos, Woreda 8, House 526",
954,Bekele,Wolde,Hailu,Male,0753460605,,51,Addis Ababa,"Arada, Woreda 11, House 744",
955,Tesfaye,Lemma,Kebede,Male,0727986239,,67,Mekelle,"Akaki, Woreda 2, House 444",
956,Fikru,Habtamu,Abebe,Male,0920546475,,39,Harar,"Nifas Silk, Woreda 10, House 335",
957,Lidya,Gebre,Lemma,Female,0798999275,,12,Sodo,"Akaki, Woreda 6, House 546",
958,Genet,Assefa,Gebre,Female,0944983553,,73,Bahir Dar,"Gulele, Woreda 5, House 197",
959,Genet,Gebre,Tesfaye,Female,0963924358,,71,Dire Dawa,"Arada, Woreda 8, House 596",
960,Solomon,Tekle,Assefa,Male,0939527536,,62,Sodo,"Lideta, Woreda 10, House 471",
961,Nahom,Mulugeta,Gebre,Male,0916860134,,64,Jimma,"Nifas Silk, Woreda 10, House 841",
962,Marta,Tadesse,Tadesse,Female,0967917665,,16,Hawassa,"Yeka, Woreda 2, House 371",
963,Genet,Mulugeta,Habtamu,Female,0984216309,,8,Addis Ababa,"Kirkos, Woreda 6, House 640",
964,Tesfaye,Hailu,Mekonnen,Male,0999485320,,71,Bishoftu,"Gulele, Woreda 4, House 176",
965,Sara,Tesfaye,Tesfaye,Female,0719947113,,53,Bahir Dar,"Arada, Woreda 8, House 625",
966,Genet,Desta,Desta,Female,0934699673,,30,Adama,"Kirkos, Woreda 7, House 730",
967,Getachew,Lemma,Hailu,Male,0760843768,,44,Dire Dawa,"Bole, Woreda 8, House 520",
968,Yodit,Habtamu,Getachew,Female,0921962633,,41,Dire Dawa,"Kolfe, Woreda 5, House 255",
969,Mulugeta,Desta,Negash,Male,0793170695,,47,Gondar,"Bole, Woreda 8, House 447",
970,Girma,Mekonnen,Tadesse,Male,0945472239,,83,Dessie,"Addis Ketema, Woreda 9, House 830",
971,Hewan,Habtamu,Girma,Female,0931219804,,11,Dessie,"Lideta, Woreda 8, House 153",
972,Genet,Tesfaye,Habtamu,Female,0723642813,,12,Bishoftu,"Bole, Woreda 10, House 671",
973,Mahlet,Wolde,Tesfaye,Female,0730391114,,23,Dessie,"Kirkos, Woreda 8, House 567",
974,Samuel,Abebe,Girma,Male,0905248088,,8,Gondar,"Yeka, Woreda 3, House 50",
975,Aster,Tadesse,Alemu,Female,0759473721,,92,Bahir Dar,"Yeka, Woreda 11, House 621",
976,Selam,Lemma,Worku,Female,0978768868,,60,Shashemene,"Nifas Silk, Woreda 6, House 806",
977,Lidya,Lemma,Negash,Female,0786287203,,10,Bishoftu,"Gulele, Woreda 5, House 119",
978,Solomon,Habtamu,Hailu,Male,0957303627,,76,Arba Minch,"Yeka, Woreda 11, House 813",
979,Abel,Girma,Bekele,Male,0774767753,,60,Hawassa,"Kolfe, Woreda 1, House 252",
980,Yonas,Assefa,Mekonnen,Male,0966194588,,62,Addis Ababa,"Akaki, Woreda 2, House 361",
981,Habtamu,Hailu,Assefa,Male,0912840083,,81,Dessie,"Gulele, Woreda 1, House 460",
982,Frehiwot,Tekle,Worku,Female,0954508917,,63,Gondar,"Nifas Silk, Woreda 1, House 683",
983,Selam,Tadesse,Tadesse,Female,0765742231,,79,Gondar,"Lideta, Woreda 7, House 226",
984,Henok,Tadesse,Mulugeta,Male,0993626894,,27,Addis Ababa,"Kirkos, Woreda 3, House 880",
985,Hana,Assefa,Assefa,Female,0927117595,,61,Mekelle,"Addis Ketema, Woreda 9, House 562",
986,Tsion,Hailu,Tadesse,Female,0949330674,,43,Dessie,"Lideta, Woreda 8, House 997",
987,Rahel,Gebre,Wolde,Female,0741283337,,20,Debre Markos,"Kirkos, Woreda 12, House 556",
988,Getachew,Negash,Girma,Male,0954132971,,41,Debre Markos,"Bole, Woreda 7, House 416",
989,Abel,Getachew,Lemma,Male,0951437769,,28,Gondar,"Kolfe, Woreda 4, House 294",
990,Eden,Alemu,Girma,Female,0959611110,,20,Dessie,"Kolfe, Woreda 8, House 919",
991,Sara,Tadesse,Worku,Female,0902455910,,22,Debre Markos,"Lideta, Woreda 6, House 103",
992,Yonas,Lemma,Habtamu,Male,0932671494,,79,Harar,"Nifas Silk, Woreda 2, House 852",
993,Alemu,Abebe,Desta,Male,0942817934,,5,Gondar,"Gulele, Woreda 11, House 167",
994,Habtamu,Tadesse,Worku,Male,0966345337,,20,Sodo,"Yeka, Woreda 1, House 82",
995,Selam,Bekele,Tekle,Female,0972214559,,31,Sodo,"Akaki, Woreda 7, House 420",
996,Rahel,Tesfaye,Abebe,Female,0737052635,,9,Addis Ababa,"Bole, Woreda 5, House 399",
997,Getachew,Alemu,Abebe,Male,0757256592,,1,Harar,"Yeka, Woreda 5, House 426",
998,Eden,Assefa,Lemma,Female,0923897432,,54,Addis Ababa,"Bole, Woreda 11, House 370",
999,Abel,Lemma,Mekonnen,Male,0983325848,,51,Debre Markos,"Nifas Silk, Woreda 10, House 628",
1000,Yonas,Alemu,Abebe,Male,0998487045,,3,Gondar,"Addis Ketema, Woreda 11, House 989",
1001,Mahlet,Worku,Mulugeta,Female,0799359374,,39,Debre Markos,"Bole, Woreda 4, House 685",
1002,Abel,Tekle,Negash,Male,0903736060,,10,Arba Minch,"Lideta, Woreda 9, House 834",
1003,Solomon,Assefa,Tesfaye,Male,0707938841,,31,Debre Markos,"Kolfe, Woreda 9, House 744",
1004,Marta,Mulugeta,Negash,Female,0961537012,,94,Mekelle,"Yeka, Woreda 11, House 300",
1005,Bekele,Getachew,Alemu,Male,0925144881,,10,Hawassa,"Kirkos, Woreda 1, House 977",
1006,Genet,Alemu,Wolde,Female,0717518878,,16,Jimma,"Addis Ketema, Woreda 5, House 805",
1007,Hewan,Tekle,Mekonnen,Female,0938409112,,19,Dire Dawa,"Yeka, Woreda 9, House 835",
1008,Tadesse,Alemu,Getachew,Male,0966186323,,80,Shashemene,"Akaki, Woreda 10, House 766",
1009,Kalkidan,Wolde,Assefa,Female,0976553007,,25,Addis Ababa,"Addis Ketema, Woreda 6, House 18",
1010,Abel,Tekle,Assefa,Male,0771219881,,76,Hawassa,"Akaki, Woreda 8, House 567",
1011,Yonas,Hailu,Girma,Male,0753486401,,8,Mekelle,"Yeka, Woreda 12, House 265",
1012,Bekele,Alemu,Girma,Male,0785174460,,4,Mekelle,"Gulele, Woreda 3, House 729",
1013,Yodit,Alemu,Getachew,Female,0915114551,,24,Bishoftu,"Arada, Woreda 10, House 820",
1014,Solomon,Tadesse,Habtamu,Male,0788189848,,85,Mekelle,"Kirkos, Woreda 7, House 771",
1015,Mahlet,Wolde,Hailu,Female,0954021190,,14,Debre Markos,"Akaki, Woreda 1, House 481",
1016,Genet,Girma,Tesfaye,Female,0983152291,,81,Arba Minch,"Bole, Woreda 8, House 224",
1017,Rediet,Hailu,Mekonnen,Female,0960849378,,31,Addis Ababa,"Kolfe, Woreda 4, House 628",
1018,Rahel,Lemma,Abebe,Female,0969694439,,16,Sodo,"Kolfe, Woreda 5, House 664",
1019,Bereket,Tadesse,Alemu,Male,0934292913,,17,Sodo,"Bole, Woreda 4, House 256",
1020,Selam,Girma,Bekele,Female,0741903106,,14,Dire Dawa,"Arada, Woreda 8, House 148",
1021,Eden,Mulugeta,Negash,Female,0768473236,,46,Bahir Dar,"Arada, Woreda 8, House 501",
1022,Abel,Mulugeta,Tesfaye,Male,0920078436,,15,Debre Markos,"Lideta, Woreda 3, House 291",
1023,Abel,Hailu,Mulugeta,Male,0981975437,,26,Sodo,"Lideta, Woreda 8, House 987",
1024,Tesfaye,Wolde,Gebre,Male,0920376388,,83,Debre Markos,"Yeka, Woreda 2, House 275",
1025,Bereket,Tekle,Lemma,Male,0984601913,,37,Mekelle,"Arada, Woreda 11, House 954",
1026,Rediet,Tesfaye,Bekele,Female,0778020586,,73,Dire Dawa,"Bole, Woreda 8, House 199",
1027,Mahlet,Getachew,Assefa,Female,0949369995,,13,Gondar,"Akaki, Woreda 10, House 201",
1028,Mekonnen,Girma,Getachew,Male,0938573680,,89,Adama,"Kirkos, Woreda 10, House 918",
1029,Yonas,Tadesse,Mulugeta,Male,0968118723,,95,Bahir Dar,"Arada, Woreda 6, House 100",
1030,Eyob,Getachew,Tadesse,Male,0949731539,,16,Adama,"Lideta, Woreda 10, House 550",
1031,Girma,Negash,Wolde,Male,0907365118,,75,Bahir Dar,"Addis Ketema, Woreda 5, House 1",
1032,Frehiwot,Mekonnen,Mekonnen,Female,0920190432,,21,Bahir Dar,"Bole, Woreda 12, House 184",
1033,Solomon,Girma,Alemu,Male,0973920135,,81,Arba Minch,"Lideta, Woreda 11, House 443",
1034,Bethlehem,Girma,Negash,Female,0902508261,,11,Arba Minch,"Yeka, Woreda 4, House 75",
1035,Tesfaye,Worku,Mekonnen,Male,0924888995,,58,Hawassa,"Addis Ketema, Woreda 9, House 677",
1036,Mahlet,Alemu,Worku,Female,0974549303,,52,Mekelle,"Kolfe, Woreda 9, House 477",
1037,Henok,Getachew,Girma,Male,0738187692,,7,Dessie,"Yeka, Woreda 9, House 897",
1038,Yonas,Assefa,Tekle,Male,0998138815,,68,Dessie,"Kirkos, Woreda 5, House 268",
1039,Samuel,Tekle,Alemu,Male,0973231829,,57,Adama,"Kolfe, Woreda 12, House 650",
1040,Eden,Worku,Alemu,Female,0945000000,,11,Dire Dawa,"Yeka, Woreda 12, House 828",
1041,Kebede,Gebre,Habtamu,Male,0917850902,,46,Dire Dawa,"Kolfe, Woreda 11, House 118",
1042,Genet,Habtamu,Gebre,Female,0982998747,,67,Debre Markos,"Kirkos, Woreda 3, House 180",
1043,Meron,Wolde,Assefa,Female,0970867009,,7,Addis Ababa,"Lideta, Woreda 4, House 387",
1044,Habtamu,Tadesse,Wolde,Male,0926691362,,35,Dessie,"Arada, Woreda 6, House 379",
1045,Samuel,Desta,Lemma,Male,0760807063,,31,Gondar,"Addis Ketema, Woreda 10, House 572",
1046,Abel,Tekle,Gebre,Male,0782210401,,51,Mekelle,"Nifas Silk, Woreda 2, House 912",
1047,Genet,Alemu,Hailu,Female,0942877383,,49,Sodo,"Arada, Woreda 9, House 664",
1048,Henok,Negash,Girma,Male,0926942894,,53,Mekelle,"Yeka, Woreda 1, House 249",
1049,Habtamu,Wolde,Habtamu,Male,0914417064,,81,Gondar,"Yeka, Woreda 6, House 969",
1050,Meron,Negash,Mulugeta,Female,0935582430,,86,Adama,"Akaki, Woreda 7, House 316",
1051,Rediet,Mulugeta,Assefa,Female,0988031538,,90,Dessie,"Nifas Silk, Woreda 3, House 851",
1052,Selam,Gebre,Mulugeta,Female,0905040433,,28,Bahir Dar,"Gulele, Woreda 4, House 849",
1053,Tigist,Lemma,Mekonnen,Female,0932111978,,60,Sodo,"Kirkos, Woreda 9, House 50",
1054,Dawit,Alemu,Lemma,Male,0937326530,,53,Harar,"Bole, Woreda 12, House 79",
1055,Kalkidan,Kebede,Kebede,Female,0756178688,,2,Addis Ababa,"Yeka, Woreda 4, House 841",
1056,Eden,Habtamu,Lemma,Female,0718298036,,43,Jimma,"Akaki, Woreda 5, House 747",
1057,Bekele,Bekele,Gebre,Male,0793659520,,10,Mekelle,"Addis Ketema, Woreda 2, House 828",
1058,Tsion,Tesfaye,Tesfaye,Female,0984336875,,4,Bishoftu,"Yeka, Woreda 7, House 200",
1059,Yodit,Habtamu,Girma,Female,0921374556,,10,Adama,"Lideta, Woreda 1, House 713",
1060,Mahlet,Bekele,Bekele,Female,0705053766,,56,Arba Minch,"Bole, Woreda 9, House 711",
1061,Mahlet,Kebede,Hailu,Female,0700308356,,51,Debre Markos,"Addis Ketema, Woreda 2, House 838",
1062,Alemu,Worku,Bekele,Male,0931234550,,56,Dessie,"Nifas Silk, Woreda 3, House 447",
1063,Mulugeta,Gebre,Desta,Male,0982938440,,15,Bahir Dar,"Lideta, Woreda 9, House 6",
1064,Eden,Tadesse,Bekele,Female,0978826033,,83,Dire Dawa,"Addis Ketema, Woreda 12, House 128",
1065,Frehiwot,Kebede,Desta,Female,0909085991,,38,Mekelle,"Addis Ketema, Woreda 3, House 958",
